Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4
2.0;10.27;2.34;2.5;-59.07;89.2;89.5;89.85;88.12;89.58
