Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4;Sor_5;Sor_6;Sor_7;Sor_8;Sor_9;Sor_10;Sor_11;Sor_12;Sor_13
0.96;15.11;0.45;0.49;-50.54;88.9;89.2;89.4;90.13;89.56;89.31;89.41;89.04;89.35;89.5;89.14;89.45;89.85;90.0
