Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4;Sor_5;Sor_6;Sor_7;Sor_8;Sor_9;Sor_10
1.96;13.64;1.46;1.46;-11.56;90.5;89.99;88.55;89.8;90.21;89.14;90.36;90.36;91.05;89.37;91.75
