Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4;Sor_5;Sor_6;Sor_7;Sor_8;Sor_9;Sor_10
2.16;13.8;1.49;1.55;-64.67;89.14;88.49;88.46;88.06;88.38;88.87;90.62;88.98;88.87;88.57;89.87
