Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4
0.23;5.03;0.25;0.3;-160.0;90.48;90.17;89.77;89.69;89.92
