Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4;Sor_5;Sor_6;Sor_7;Sor_8;Sor_9;Sor_10;Sor_11;Sor_12;Sor_13;Sor_14;Sor_15;Sor_16
1.72;29.27;0.08;0.27;459.17;87.97;88.51;87.38;88.94;89.61;89.22;87.86;88.75;88.75;87.22;90.23;88.02;87.62;89.09;89.91;89.64;90.37
