Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4;Sor_5;Sor_6;Sor_7;Sor_8;Sor_9;Sor_10;Sor_11;Sor_12;Sor_13;Sor_14
0.92;9.63;0.85;1.05;-37.87;89.41;90.69;89.76;89.38;89.74;89.65;89.69;90.4;90.44;90.35;90.37;90.05;90.69;87.96;91.39
