Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4;Sor_5;Sor_6;Sor_7;Sor_8;Sor_9;Sor_10;Sor_11;Sor_12;Sor_13;Sor_14;Sor_15;Sor_16;Sor_17;Sor_18
1.48;24.5;1.8;1.94;-575.5;89.87;89.27;89.77;89.6;89.84;89.76;89.62;89.89;90.01;89.48;89.65;88.84;89.8;89.24;89.16;89.43;89.74;89.54;90.25
