Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4;Sor_5
0.53;8.36;0.34;0.33;-12.84;89.36;86.9;88.9;87.7;85.59;87.92
