Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4;Sor_5;Sor_6;Sor_7
0.49;7.77;0.22;0.42;52.0;89.76;90.68;91.08;90.46;90.46;90.29;92.0;101.0
