Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4;Sor_5;Sor_6
0.54;9.29;0.53;0.44;-11.99;89.31;89.22;89.37;89.66;88.64;90.45;89.41
