Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4
1.32;7.38;0.9;0.88;-10.27;89.71;89.29;88.32;90.12;83.67
