Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4;Sor_5;Sor_6;Sor_7;Sor_8;Sor_9;Sor_10;Sor_11;Sor_12;Sor_13;Sor_14
0.98;16.59;0.28;0.86;42.19;90.12;90.19;89.99;89.9;89.95;89.67;89.87;90.11;90.04;90.47;90.09;89.37;90.69;87.96;91.39
