Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4;Sor_5;Sor_6;Sor_7;Sor_8;Sor_9;Sor_10;Sor_11;Sor_12;Sor_13;Sor_14;Sor_15;Sor_16;Sor_17;Sor_18;Sor_19;Sor_20;Sor_21;Sor_22;Sor_23
0.46;29.16;0.12;0.21;-52.18;91.27;91.41;91.08;90.76;90.65;91.68;91.12;90.69;91.15;90.57;90.7;90.73;91.15;90.77;91.44;90.96;90.3;90.79;91.35;90.83;90.94;90.0;91.06;90.42
