Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4;Sor_5;Sor_6
2.1;8.0;2.6;2.61;-6.34;89.89;90.3;90.02;89.02;90.0;89.34;88.37
