Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4;Sor_5;Sor_6;Sor_7;Sor_8;Sor_9
0.39;10.98;0.01;0.55;22.06;89.84;91.02;90.87;87.01;90.38;91.36;88.48;90.52;92.81;90.92
