Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4;Sor_5
2.05;11.69;2.92;3.15;29.21;90.34;90.08;92.22;91.94;90.75;93.5
