Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4;Sor_5;Sor_6;Sor_7;Sor_8;Sor_9;Sor_10;Sor_11
0.75;10.17;0.0;0.15;62.8;90.07;89.13;90.71;90.71;90.9;90.49;90.84;89.92;89.56;90.34;94.5;89.0
