Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4;Sor_5;Sor_6;Sor_7;Sor_8;Sor_9;Sor_10;Sor_11;Sor_12;Sor_13;Sor_14;Sor_15;Sor_16;Sor_17;Sor_18
1.15;24.34;0.94;1.41;100.83;89.67;90.11;90.39;91.17;89.35;89.65;89.66;88.92;89.6;88.74;90.39;90.04;90.0;88.94;89.44;90.84;86.75;94.0;94.17
