Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4;Sor_5;Sor_6
0.45;6.27;0.77;0.77;-64.67;89.99;90.54;90.5;90.9;90.84;90.88;88.0
