Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4;Sor_5;Sor_6;Sor_7;Sor_8;Sor_9;Sor_10;Sor_11
3.7;18.49;1.67;1.86;77.84;89.05;87.65;88.61;88.03;88.2;88.23;88.2;88.14;87.29;88.04;88.0;89.12
