Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4;Sor_5;Sor_6;Sor_7;Sor_8;Sor_9;Sor_10;Sor_11;Sor_12;Sor_13;Sor_14
1.94;20.43;0.83;1.11;92.45;90.12;89.25;89.16;89.69;89.77;89.86;89.69;90.4;90.44;90.35;90.37;90.05;90.69;87.96;91.39
