Felső margó;Alsó margó;Minimális bal margó;Tudatos bal margó;Bal margó iránya;Sor_0;Sor_1;Sor_2;Sor_3;Sor_4;Sor_5;Sor_6;Sor_7;Sor_8;Sor_9;Sor_10;Sor_11;Sor_12;Sor_13;Sor_14
0.93;17.64;0.03;0.74;27.85;90.1;90.1;89.4;90.16;90.12;90.24;89.82;90.0;90.28;90.1;89.82;90.2;89.82;89.94;90.24
